FDRCID|FDSUPP|FDKODE|FDKPLU|FDFLAV|FDDESK|FDPLUX
|S2BQ|20036774|20036774|BULAT 18CM|F/CRM IDM STRW 18CM|F005
|S2BQ|20036775|20036775|BULAT 18CM|F/CRM IDM CHOCO 18CM|F006
|S36V|20040407|20040407|INDOBQ 01|TAR A/P I ADORE YOU|TP01
|S36V|20040408|20040408|INDOBQ 02|TAR A/P WRMNG HEARTS|TP02
|S36V|20040413|20040413|INDOBQ 03|TAR A/P WHT GLOWING|TP03
|S36V|20056913|20056913|INDOBQ 04|TAR A/P HLARIOUS RED|TP04
|S36V|20056914|20056914|INDOSF 01|TAR A/P CONGRAT STDG|TP05
|S36V|20056915|20056915|INDOSF 02|TAR A/P CONDLNC STDG|TP06
|S36V|20056916|20056916|INDOSW 01|TAR A/P CONGRAT STCK|TP07
|S36V|20056917|20056917|INDOSW 02|TAR A/P WEDDING STCK|TP08
|S36V|20056918|20056918|INDOSW 03|TAR A/P CONDLNC STCK|TP09
|S36V|20074352|20074352|ART HB01|TAR A PRTER ART HB01|TP10
|S36V|20074379|20074379|ART WB02|TAR A PRTER ART WB02|TP11
|S36V|20074380|20074380|ART HP03|TAR A PRTER ART HP03|TP12
|S36V|20074381|20074381|ART FB05|TAR A PRTER ART FB05|TP13
|S36V|20074382|20074382|INDOTAP EXC 01|TAR A/P INDOTP EXC01|TP14
|S36V|20074383|20074383|INDOTAP EXC 02|TAR A/P INDOTP EXC02|TP15
|S36V|20074384|20074384|INDOTAP EXC 03|TAR A/P INDOTP EXC03|TP16
|S36V|20074385|20074385|FRESH FLOWER EXCLUSIVE 01|TAR A/P FRS FLO EX01|TP17
|S36V|20074386|20074386|FRESH FLOWER EXCLUSIVE 02|TAR A/P FRS FLO EX02|TP18
|S36V|20074387|20074387|FRESH FLOWER EXCLUSIVE 03|TAR A/P FRS FLO EX03|TP19
|S3XA|20043400|20043400|MINI FUN 10'S|HAAGEN-DAZS 10'S F/F|HD01
|S3XA|20043400|20043400||HAAGEN-DAZS 10'S F/F|
|S3XA|20043401|20043401|FAMILY PINT 3'S|HAAGEN-DAZS FMLY PNT|HD02
|S3XA|20043402|20043402|PARTY 100'S|HAAGEN/D 100'S PARTY|20043402
|S3XA|20043403|20043403|BELGIAN TWIRL, CHOCOLATE|HAAGEN-DAZS ICE CAKE|HD15
|S3XA|20043403|20043403|BELGIAN TWIRL, COFFEE|HAAGEN-DAZS ICE CAKE|HD14
|S3XA|20043403|20043403|BELGIAN TWIRL, STRAWBERRY|HAAGEN-DAZS ICE CAKE|HD13
|S3XA|20043403|20043403|BELGIAN TWIRL, VANILLA|HAAGEN-DAZS ICE CAKE|HD12
|S3XA|20043403|20043403|CHOCOLATE DEVILS, CHOCOLATE|HAAGEN-DAZS ICE CAKE|HD19
|S3XA|20043403|20043403|CHOCOLATE DEVILS, COFFEE|HAAGEN-DAZS ICE CAKE|HD18
|S3XA|20043403|20043403|CHOCOLATE DEVILS, STRAWBERRY|HAAGEN-DAZS ICE CAKE|HD17
|S3XA|20043403|20043403|CHOCOLATE DEVILS, VANILLA|HAAGEN-DAZS ICE CAKE|HD16
|S3XA|20043403|20043403|CHRISMAST CHAIN|HAAGEN-DAZS ICE CAKE|HD24
|S3XA|20043403|20043403|PASSION SENSATION, CHOCOLATE|HAAGEN-DAZS ICE CAKE|HD23
|S3XA|20043403|20043403|PASSION SENSATION, COFFEE|HAAGEN-DAZS ICE CAKE|HD22
|S3XA|20043403|20043403|PASSION SENSATION, STRAWBERRY|HAAGEN-DAZS ICE CAKE|HD21
|S3XA|20043403|20043403|PASSION SENSATION, VANILLA|HAAGEN-DAZS ICE CAKE|HD20
|S3XA|20043403|20043403|STAR OF WISDOM|HAAGEN-DAZS ICE CAKE|HD25
|S3XA|20043403|20043403|STRAWBERRY FEVER, CHOCOLATE|HAAGEN-DAZS ICE CAKE|HD11
|S3XA|20043403|20043403|STRAWBERRY FEVER, COFFEE|HAAGEN-DAZS ICE CAKE|HD10
|S3XA|20043403|20043403|STRAWBERRY FEVER, STRAWBERRY|HAAGEN-DAZS ICE CAKE|HD09
|S3XA|20043403|20043403|STRAWBERRY FEVER, VANILLA|HAAGEN-DAZS ICE CAKE|HD08
|S3XA|20043403|20043403|SWEET ROMANCE, CHOCOLATE|HAAGEN-DAZS ICE CAKE|HD07
|S3XA|20043403|20043403|SWEET ROMANCE, COFFEE|HAAGEN-DAZS ICE CAKE|HD06
|S3XA|20043403|20043403|SWEET ROMANCE, STRAWBERRY|HAAGEN-DAZS ICE CAKE|HD05
|S3XA|20043403|20043403|SWEET ROMANCE, VANILLA|HAAGEN-DAZS ICE CAKE|HD04
|S4JB|20054010|20054010|18 PC SET|PARMA TABLE 18PC SET|PM01
|S4JB|20054011|20054011|38 PC SET|PARMA TABLE 38PC SET|PM02
|S4JB|20054012|20054012|19 PC SET|PARMA TABLE 19PC SET|PM03
|S4XE|20046984|20046984|HEMAT|ORANGE TV PKT P&D KB|OT01
|S4XE|20048734|20048734|ALL CHANEL 12 BLN|ORG/TV D+P A/CHNL 12|OT03
|S4XE|20052270|20052270|DECODER + PARABOLA|KVISION PRBLA+DCRDR|KV01
|S4XE|20054407|20054407|C-BAND|ORG/TV DEC C-BAND CR|OT04
|S4XE|20056911|20056911|12 BLN|KVSION KU/B+A/C 12B|KV02
|S4XE|20056912|20056912|6 BLN|ORG TV KU/B+ALL/C 6B|OT05
|S5KE|20048952|20048952|SMILE ROSES|BUNGA/N SMILE ROSES|BN02
|S5KE|20048953|20048953|SYMPHONY OF LOVE|BUNGA/N SYM OF LOVE|BN03
|S5KE|20048954|20048954|SEXY ROSE|BUNGA/N SEXY ROSE|BN04
|S5KE|20048955|20048955|SUKA CITA B.PAPAN|B/N SUKA CT BNGA PPN|BN05
|S5KE|20048956|20048956|SELAMAT MENIKAH|B/N SLMT MNKH BG PPN|BN06
|S5KE|20048957|20048957|DUKA CITA B.PAPAN|B/N DUKA CT BNGA PPN|BN07
|S5KE|20048958|20048958|SUKA CITA B.BERDIRI|B/N SUKA CT BNG BRDR|BN08
|S5KE|20048959|20048959|DUKA CITA B.BERDIRI|B/N DUKA CT BNG BRDR|BN09
|S6AH|20052719|20052719|1000 WATT|LONCIN GNRTOR LC1800|LC01
|S6AH|20052720|20052720|1500 WATT|LONCIN GNRTOR LC2800|LC02
|S6AH|20052721|20052721|2000 WATT|LONCIN GNRTOR LC3800|LC03
|S6AH|20052722|20052722|2500 WATT|LONCIN GNRTOR LC4800|LC04
|S6AH|20052723|20052723|2000 WATT|LONCIN GNRTR 3800DDC|LC05
|S6AH|20052724|20052724|2500 WATT|LONCIN GNRTR 4800DDC|LC06
|S6AJ|20052184|20052184|+ CAPPUCINO|CPCAKES REG 6S R/V+C|CC01
|S6AJ|20052186|20052186|MIX 4 RASA|CUPCAKES RG 12'S 4RS|CC07
|S6AJ|20052187|20052187|MIX 4 RASA|CUPCAKES MN 12'S 4RS|CC08
|S6AJ|20052188|20052188|RED VELVET|CUPCAKES GIANT R/VLV|CC09
|S6AJ|20052570|20052570|CAPPUCCINO|CPCAKES GIANT CPUCNO|CC10
|S6AJ|20052571|20052571|VERY STRAWBERRY|CPCAKES GIANT V/STRW|CC11
|S6AJ|20052572|20052572|DOUBLE CHOCOLATE|CPCAKES GIANT D/CHOC|CC12
|S6AJ|20052573|20052573|+ STRAWBERRY|CPCAKES REG 6S R/V+S|CC02
|S6AJ|20052574|20052574|+ CHOCOLATE|CPCAKE REG 6S R/V+CO|CC03
|S6AJ|20052575|20052575|+ STRAWBERRY|CPCAKE REG 6S CP+STR|CC04
|S6AJ|20052576|20052576|+ CHOCOLATE|CPCAKE REG 6S CP+CHO|CC05
|S6AJ|20052577|20052577|+ CHOCOLATE|CPCAKE REG 6S STR+CO|CC06
|S6M6|20053356|20053356|1/2 PK|PNSONIC AC 5QKJ 1/2|PS01
|S6M6|20053357|20053357|3/4 PK|PNSONIC AC 7QKJ 3/4|PS02
|S6M6|20053358|20053358|1 PK|PNSONIC AC 9QKJ 1PK|PS03
|S6M6|20053359|20053359|1.5 PK|PNSONIC AC 12PKP 1.5|PS04
|S6PD|20053979|20053979|BLUE|ATRIA/S MEJA PERSEGI|AT02
|S6PD|20053979|20053979|GREEN|ATRIA/S MEJA PERSEGI|AT04
|S6PD|20053979|20053979|PURPLE|ATRIA/S MEJA PERSEGI|AT05
|S6PD|20053979|20053979|RED|ATRIA/S MEJA PERSEGI|AT01
|S6PD|20053979|20053979|YELLOW|ATRIA/S MEJA PERSEGI|AT03
|S6PD|20053980|20053980|BLUE|ATRIA/S KURSI 4U SET|AT07
|S6PD|20053980|20053980|GREEN|ATRIA/S KURSI 4U SET|AT09
|S6PD|20053980|20053980|PURPLE|ATRIA/S KURSI 4U SET|AT10
|S6PD|20053980|20053980|RED|ATRIA/S KURSI 4U SET|AT06
|S6PD|20053980|20053980|YELLOW|ATRIA/S KURSI 4U SET|AT08
|S6PD|20053981|20053981|BLUE|ATRIA/S MEJA PRSG/PJ|AT12
|S6PD|20053981|20053981|GREEN|ATRIA/S MEJA PRSG/PJ|AT14
|S6PD|20053981|20053981|PURPLE|ATRIA/S MEJA PRSG/PJ|AT15
|S6PD|20053981|20053981|RED|ATRIA/S MEJA PRSG/PJ|AT11
|S6PD|20053981|20053981|YELLOW|ATRIA/S MEJA PRSG/PJ|AT13
|S6PD|20053982|20053982|BLUE|ATRIA/S MEJA BULAT|AT17
|S6PD|20053982|20053982|GREEN|ATRIA/S MEJA BULAT|AT19
|S6PD|20053982|20053982|PURPLE|ATRIA/S MEJA BULAT|AT20
|S6PD|20053982|20053982|RED|ATRIA/S MEJA BULAT|AT16
|S6PD|20053982|20053982|YELLOW|ATRIA/S MEJA BULAT|AT18
|S6PD|20053983|20053983|BLUE|ATRIA/S MEJA LNGKUNG|AT22
|S6PD|20053983|20053983|GREEN|ATRIA/S MEJA LNGKUNG|AT24
|S6PD|20053983|20053983|PURPLE|ATRIA/S MEJA LNGKUNG|AT25
|S6PD|20053983|20053983|RED|ATRIA/S MEJA LNGKUNG|AT21
|S6PD|20053983|20053983|YELLOW|ATRIA/S MEJA LNGKUNG|AT23
|S6U3|20053988|20053988|BLUE|XMINI P/SPKR ME BLUE|XM01
|S6U3|20053989|20053989|BLACK|XMINI P/SPKR ME BLCK|XM02
|S6U3|20053990|20053990|RED|XMINI SPKR U/X15 RED|XM03
|S6U3|20053991|20053991|GUN METAL|XMINI SPKR U/X15 G/M|XM04
|S6U3|20053992|20053992|BLACK|XMINI SPKR XAM14 BLK|XM05
|S6U3|20053993|20053993|RED|XMINI SPKR XAM14 RED|XM06
|S6U3|20053994|20053994|SILVER|XMINI SPKR XAM14 SLV|XM07
|S6U3|20053995|20053995|HELLOKITTY|XMINI P/SPKR H/KITTY|XM08
|S6U3|20053996|20053996|SOFT JACKET|H/K IPHN5S/C CS 267A|HK01
|S6U3|20053997|20053997|HARDCASE|H/K IPHN5S CS 154KTE|HK02
|S6U3|20053998|20053998|SOFT JACKET|H/K IPHN5S/C CS 276A|HK03
|S6U3|20053999|20053999|SILICON JACKET|H/K IPHN5S CS 177KTA|HK04
|S6U3|20054000|20054000|SOFT JACKET|H/K SMSNGS4 CS226KTA|HK05
|S6U3|20054001|20054001|RED|FERRARI PB5000MAH RE|FR01
|S6U3|20054002|20054002|BLACK|FERRARI PB5000MAH BL|FR02
|S6U3|20054003|20054003|BLACK|FERRARI IPAD/MN CASE|FR03
|S6U3|20054004|20054004|RUBBER BOOK CASE|FERARI IPH5S/C CS-BL|FR04
|S6U3|20054005|20054005|PU LEATHER|FERRARI IPHN5 SLEEVE|FR05
|S6U3|20054006|20054006|RUBBER HARDCASE|FERARI IPH5S/C CS-RE|FR06
|S6U3|20054007|20054007|RUBBER HARDCASE|FERRARI IPHN5 CS-RE|FR07
|S6U3|20054008|20054008|RUBBER BOOK CASE|FERARI SMSGS4M CS BL|FR08
|S6U3|20054009|20054009|RUBBER BOOK CASE|FERARI SMSGS4M CS RE|FR09
|S74F|20054375|20054375|0.5 PK|DAIKIN AC ST15HEV1/2|DK01
|S74F|20054376|20054376|0.75 PK|DAIKIN AC ST20HEV3/4|DK02
|S74F|20054377|20054377|1 PK|DAIKIN AC ST25HEV1PK|DK03
|S74F|20054378|20054378|1.5 PK|DAIKIN AC ST35HEV1.5|DK04
|S74F|20054379|20054379|AIR PURIFIER|DAIKIN AIR PURIFIER|DK05
|S79C|20054568|20054568|22 INCH|LG LED TV 22" HITAM|LG01
|S79C|20054737|20054737|24 INCH|LG LED TV 24" HITAM|LG02
|S79C|20054738|20054738|28 INCH|LG LED TV 28" HITAM|LG03
|S79C|20054739|20054739|HITAM|FENDA SPKER V520 HTM|FD01
|S79C|20054740|20054740|HITAM|FENDA SPKER V620 HTM|FD02
|S79C|20054741|20054741|HITAM|FENDA SPKR F203U HTM|FD03
|S79C|20054742|20054742|HITAM|FENDA SPKER A111 HTM|FD04
|S7GO|20055344|20055344|24 INCH|SAMSUNG LED TV 24"|ST01
|S8EE|20059806|20059806|PINK|DICAPAC WPC1 4.8"PNK|DC001
|S8EE|20059807|20059807|YELLOW|DICAPAC WPC1 4.8"YLW|DC002
|S8EE|20059808|20059808|GREEN|DICAPAC WPC1 4.8"GRN|DC003
|S8EE|20059809|20059809|PINK|DICAPAC WPC2 5.7"PNK|DC004
|S8EE|20059810|20059810|YELLOW|DICAPAC WPC2 5.7"YLW|DC005
|S8EE|20059811|20059811|GREEN|DICAPAC WPC2 5.7"GRN|DC006
|S8EE|20059812|20059812|PINK|DCPAC WPI10 IPHN PNK|DC007
|S8EE|20059813|20059813|YELLOW|DCPAC WPI10 IPHN YLW|DC008
|S8EE|20059814|20059814|GREEN|DCPAC WPI10 IPHN GRN|DC009
|S8EE|20059815|20059815|PINK|DCAPAC WP565 6.3"PNK|DC010
|S8EE|20059816|20059816|GREEN|DCPAC WP565 6.3" GRN|DC011
|S8EE|20059857|20059857|PINK|DCPAC WPC1S 4.8" PNK|DC012
|S8EE|20059858|20059858|YELLOW|DCPAC WPC1S 4.8" YLW|DC013
|S8EE|20059860|20059860|GREEN|DCPAC WPC1S 4.8" GRN|DC014
|S8EE|20059861|20059861|PINK|DCPAC WPC2S 5.7" PNK|DC015
|S8EE|20059862|20059862|YELLOW|DCPAC WPC2S 5.7 YLW|DC016
|S8EE|20059863|20059863|GREEN|DCPAC WPC2S 5.7" GRN|DC017
|S8IS|20060055|20060055|BHD150|BIG TV BHD 150 FS+PR|BT01
|SP21|20011056|20011056|CHOCOLATE|CAMPINA ICE CAKE CHO|C001
|SP21|20011057|20011057|STRAWBERRY|CAMPINA ICE CAKE STW|C002
|SP21|20015186|20015186|BLACK FOREST|CAMPINA ICE BLCK FRS|C003
|SP21|20028307|20028307|CHOCO|CAMPINA ICE SH/CHOCO|C005
|SP21|20073121|20073121|CASSATA|CMPNA IC.CAKE CST SE|C006
|SR75|20015382|20015382|IT'S GIRL / BOY|NANCY.FL IT GIRL/BOY|N001
|SR75|20015383|20015383|HAPPY BIRTHDAY|NANCY.FL HPY BIRTHDY|N002
|SR75|20015384|20015384|SPECIAL MOMENT 1|NANCY.FL SPC MOMENT1|N003
|SR75|20015385|20015385|SPECIAL MOMENT 2|NANCY.FL SPC MOMENT2|N004
|SR75|20015386|20015386|SPECIAL MOMENT 3|NANCY.FL SPC MOMENT3|N005
|SR75|20015387|20015387|KRANS DUKA 1|NANCY.FL KRANS DUKA1|N006
|SR75|20015388|20015388|KRANS DUKA 2|NANCY.FL KRANS DUKA2|N007
|SR75|20015389|20015389|STICK WERK WEDDING|NANCY.FL S/W WEDDING|N008
|SR75|20015390|20015390|STICK WERK DUKA|NANCY.FL S/WERK DUKA|N009
|SY01|20059996|20059996|BESAR 1305-8052|A/N TAS RNSL 8052 BS|AD001
|SY01|20059998|20059998|BESAR 1305-8053|A/N TAS RNSL 8053 BS|AD002
|SY01|20059999|20059999|KECIL 1305-8054|A/N TAS RNSL 8054 KC|AD003
|SY01|20060003|20060003|BESAR 1101-8083|A/N TAS RNSL 8083 BS|AD005
|SY01|20060004|20060004|BESAR 1101-8061|A/N TAS RNSL 8061 BS|AD006
|SY01|20060005|20060005|BESAR 1101-8063|A/N TAS RNSL 8063 BS|AD007
|SY01|20060006|20060006|BESAR 1101-8064|A/N TAS RNSL 8064 BS|AD008
|SY01|20060009|20060009|BESAR 1101-8062|A/N TAS RNSL 8062 BS|AD009
|SY01|20060011|20060011|BESAR 1307-8041|A/N TAS RNSL 8041 BS|AD010
|SY01|20060012|20060012|BESAR 1307-8042|A/N TAS RNSL 8042 BS|AD011
|SY01|20060013|20060013|KECIL 1307-8043|A/N TAS RNSL 8043 KC|AD012
|SY01|20060014|20060014|JINJING 1307-8344|A/N TAS JIIJING 8344|AD013
|SY01|20060015|20060015|SELEMPANG 1307-8345|A/N TAS SLMPNG 8345|AD014
|SY01|20060017|20060017|SELEMPANG 1307-8346|A/N TAS SLMPNG 8346|AD015
|SY01|20060367|20060367|SELEMPANG 1301-0355|A/N TAS SLMPNG 0355|AD016
|SY01|20060368|20060368|BESAR 1101-8065|A/N TAS RNSL 8065 BS|AD017
|SY01|20060369|20060369|SELEMPANG 1301-0366|A/N TAS SLMPNG 0306|AD018
|SY01|20064486|20064486|RANSEL (1505-0101)|A/N TAS RNSL 0101PNK|AD019
|SY01|20064488|20064488|RANSEL 1505-0102|A/N TAS RNSL 0102PNK|AD020
|SY01|20064489|20064489|RANSEL 1505-0103|A/N TAS RNSL 0103PNK|AD021
|SY01|20064490|20064490|SELEMPANG 1505-0305|A/N TAS SLMP 0305PNK|AD023
|SY01|20064491|20064491|SELEMPANG 1505-0304|A/N TAS SLMP 0304PNK|AD022
|SY01|20064492|20064492|JINJING 1505-0306|A/N TAS JJNG 0306PNK|AD024
|SY01|20064493|20064493|RANSEL 1403-0251|A/N TAS RNSL 0251BRU|AD025
|SY01|20064494|20064494|RANSEL 1403-0252|A/N TAS RNSL 0252BRU|AD026
|SY01|20064495|20064495|RANSEL 1403-0253|A/N TAS RNSL 0253BRU|AD027
|SY01|20064496|20064496|RANSEL 1403-0254|A/N TAS RNSL 0254BRU|AD028
|SY01|20064497|20064497|RANSEL 1403-0255|A/N TAS RNSL 0255BRU|AD029
