TAT_ID|KD_TOKO_PENGIRIM|KD_TOKO_PENERIMA
5869/TAT/HO/09/2022|TI4C|T72O
5869/TAT/HO/09/2022|TI4C|TMDS
5869/TAT/HO/09/2022|TI4C|TEHO
5869/TAT/HO/09/2022|TI4C|TDUB
5869/TAT/HO/09/2022|TI4C|T14Y
5869/TAT/HO/09/2022|TI4C|TJKT
5869/TAT/HO/09/2022|TI4C|T6GD
5869/TAT/HO/09/2022|TI4C|TRR6
5869/TAT/HO/09/2022|TI4C|TUCY
5869/TAT/HO/09/2022|TI4C|TCD7
5869/TAT/HO/09/2022|TI4C|T7EK
5869/TAT/HO/09/2022|TI4C|TK9F
5869/TAT/HO/09/2022|TI4C|TCFG
5869/TAT/HO/09/2022|TI4C|T0GO
5869/TAT/HO/09/2022|TI4C|TTDQ
5869/TAT/HO/09/2022|TI4C|TRZA
5869/TAT/HO/09/2022|TI4C|T2NL
5869/TAT/HO/09/2022|TI4C|TI1A
5869/TAT/HO/09/2022|TI4C|TUW1
5869/TAT/HO/09/2022|TI4C|TUBH
5869/TAT/HO/09/2022|TI4C|TN86
5869/TAT/HO/09/2022|TI4C|FAY2
5869/TAT/HO/09/2022|TI4C|TJC5
5869/TAT/HO/09/2022|TI4C|TVC7
5869/TAT/HO/09/2022|TI4C|T1WM
5869/TAT/HO/09/2022|TI4C|TTIV
5869/TAT/HO/09/2022|TI4C|TKCK
5869/TAT/HO/09/2022|TI4C|TABX
5869/TAT/HO/09/2022|TI4C|T8MF
5869/TAT/HO/09/2022|TI4C|TDPU
5869/TAT/HO/09/2022|TI4C|TTP8
5869/TAT/HO/09/2022|TI4C|TXM0
5869/TAT/HO/09/2022|TI4C|T9W2
5869/TAT/HO/09/2022|TI4C|TN9E
5869/TAT/HO/09/2022|TI4C|FJ01
5869/TAT/HO/09/2022|TI4C|TW1R
5869/TAT/HO/09/2022|TI4C|T94H
5869/TAT/HO/09/2022|TI4C|TDF9
5869/TAT/HO/09/2022|TI4C|T099
5869/TAT/HO/09/2022|TI4C|T66A
5869/TAT/HO/09/2022|TI4C|TA2S
5869/TAT/HO/09/2022|TI4C|TKTC
5869/TAT/HO/09/2022|TI4C|TVTJ
5869/TAT/HO/09/2022|TI4C|TD2R
5869/TAT/HO/09/2022|TI4C|T018
5869/TAT/HO/09/2022|TI4C|TX9C
5869/TAT/HO/09/2022|TI4C|TVH5
5869/TAT/HO/09/2022|TI4C|THOQ
5869/TAT/HO/09/2022|TI4C|TLUJ
5869/TAT/HO/09/2022|TI4C|TSHY
5869/TAT/HO/09/2022|TI4C|T8RR
5869/TAT/HO/09/2022|TI4C|T9LS
5869/TAT/HO/09/2022|TI4C|TU8U
5869/TAT/HO/09/2022|TI4C|TVVL
5869/TAT/HO/09/2022|TI4C|T6ON
5869/TAT/HO/09/2022|TI4C|T0QC
5869/TAT/HO/09/2022|TI4C|F8IN
5869/TAT/HO/09/2022|TI4C|T6IT
5869/TAT/HO/09/2022|TI4C|TSKM
5869/TAT/HO/09/2022|TI4C|TUK3
5869/TAT/HO/09/2022|TI4C|TJM6
5869/TAT/HO/09/2022|TI4C|TWKT
5869/TAT/HO/09/2022|TI4C|TAWE
5869/TAT/HO/09/2022|TI4C|TDR6
5869/TAT/HO/09/2022|TI4C|TSUZ
5869/TAT/HO/09/2022|TI4C|TA1R
5869/TAT/HO/09/2022|TI4C|FRE4
5869/TAT/HO/09/2022|TI4C|TIL2
5869/TAT/HO/09/2022|TI4C|TH1Z
5869/TAT/HO/09/2022|TI4C|TOW0
5869/TAT/HO/09/2022|TI4C|FBRA
5869/TAT/HO/09/2022|TI4C|TJRT
5869/TAT/HO/09/2022|TI4C|TF7W
5869/TAT/HO/09/2022|TI4C|TXOJ
5869/TAT/HO/09/2022|TI4C|TONF
5869/TAT/HO/09/2022|TI4C|FJP1
5869/TAT/HO/09/2022|TI4C|FH8A
5869/TAT/HO/09/2022|TI4C|TLVY
5869/TAT/HO/09/2022|TI4C|T54P
5869/TAT/HO/09/2022|TI4C|T8IC
5869/TAT/HO/09/2022|TI4C|T5GV
5869/TAT/HO/09/2022|TI4C|T8QS
5869/TAT/HO/09/2022|TI4C|TPS9
5869/TAT/HO/09/2022|TI4C|TIRU
5869/TAT/HO/09/2022|TI4C|TIAZ
5869/TAT/HO/09/2022|TI4C|TEQI
5869/TAT/HO/09/2022|TI4C|TL9S
5869/TAT/HO/09/2022|TI4C|TCIU
5869/TAT/HO/09/2022|TI4C|FTNT
5869/TAT/HO/09/2022|TI4C|T5PE
5869/TAT/HO/09/2022|TI4C|TTUU
5869/TAT/HO/09/2022|TI4C|T80O
5869/TAT/HO/09/2022|TI4C|T12M
5869/TAT/HO/09/2022|TI4C|FR0R
5869/TAT/HO/09/2022|TI4C|FCDM
5869/TAT/HO/09/2022|TI4C|TQRC
5869/TAT/HO/09/2022|TI4C|TFSV
5869/TAT/HO/09/2022|TI4C|TXQL
5869/TAT/HO/09/2022|TI4C|TK1R
5869/TAT/HO/09/2022|TI4C|TAPQ
5869/TAT/HO/09/2022|TI4C|TS8Q
5869/TAT/HO/09/2022|TI4C|TS3N
5869/TAT/HO/09/2022|TI4C|TQS4
5869/TAT/HO/09/2022|TI4C|TGCU
5869/TAT/HO/09/2022|TI4C|F2RP
5869/TAT/HO/09/2022|TI4C|TTML
5869/TAT/HO/09/2022|TI4C|T6NJ
5869/TAT/HO/09/2022|TI4C|TIUU
5869/TAT/HO/09/2022|TI4C|TNMO
5869/TAT/HO/09/2022|TI4C|T3P1
5869/TAT/HO/09/2022|TI4C|TA1U
5869/TAT/HO/09/2022|TI4C|TT5Y
5869/TAT/HO/09/2022|TI4C|FEZ4
5869/TAT/HO/09/2022|TI4C|THHN
5869/TAT/HO/09/2022|TI4C|TWAE
5869/TAT/HO/09/2022|TI4C|TDOB
5869/TAT/HO/09/2022|TI4C|TR0N
5869/TAT/HO/09/2022|TI4C|TYY6
5869/TAT/HO/09/2022|TI4C|TNLK
5869/TAT/HO/09/2022|TI4C|TALS
5869/TAT/HO/09/2022|TI4C|TCS9
5869/TAT/HO/09/2022|TI4C|TLMI
5869/TAT/HO/09/2022|TI4C|T8KB
5869/TAT/HO/09/2022|TI4C|F66V
5869/TAT/HO/09/2022|TI4C|TINN
5869/TAT/HO/09/2022|TI4C|FAR6
5869/TAT/HO/09/2022|TI4C|THGP
5869/TAT/HO/09/2022|TI4C|FCS6
5869/TAT/HO/09/2022|TI4C|TTWU
5869/TAT/HO/09/2022|TI4C|T9KL
5869/TAT/HO/09/2022|TI4C|TPT7
5869/TAT/HO/09/2022|TI4C|TQQM
5869/TAT/HO/09/2022|TI4C|T8CO
5869/TAT/HO/09/2022|TI4C|TEVD
5869/TAT/HO/09/2022|TI4C|T5J3
5869/TAT/HO/09/2022|TI4C|TA5N
5869/TAT/HO/09/2022|TI4C|TA9P
5869/TAT/HO/09/2022|TI4C|TENT
5869/TAT/HO/09/2022|TI4C|T1Y3
5869/TAT/HO/09/2022|TI4C|TVNQ
5869/TAT/HO/09/2022|TI4C|TH3W
5869/TAT/HO/09/2022|TI4C|THI6
5869/TAT/HO/09/2022|TI4C|TT2K
5869/TAT/HO/09/2022|TI4C|TD4Y
5869/TAT/HO/09/2022|TI4C|TM68
5869/TAT/HO/09/2022|TI4C|T62R
5869/TAT/HO/09/2022|TI4C|FH69
5869/TAT/HO/09/2022|TI4C|TB3Q
5869/TAT/HO/09/2022|TI4C|TN0W
5869/TAT/HO/09/2022|TI4C|TK2R
5869/TAT/HO/09/2022|TI4C|TTAP
5869/TAT/HO/09/2022|TI4C|TT9E
5869/TAT/HO/09/2022|TI4C|TP8L
5869/TAT/HO/09/2022|TI4C|T4VN
5869/TAT/HO/09/2022|TI4C|T65C
5869/TAT/HO/09/2022|TI4C|TZGZ
5869/TAT/HO/09/2022|TI4C|TLJ2
5869/TAT/HO/09/2022|TI4C|TFPC
5869/TAT/HO/09/2022|TI4C|T8RY
5869/TAT/HO/09/2022|TI4C|TXRS
5869/TAT/HO/09/2022|TI4C|TLSJ
5869/TAT/HO/09/2022|TI4C|TNUN
5869/TAT/HO/09/2022|TI4C|T1RV
5869/TAT/HO/09/2022|TI4C|T9EW
5869/TAT/HO/09/2022|TI4C|TELA
5869/TAT/HO/09/2022|TI4C|TUQZ
5869/TAT/HO/09/2022|TI4C|TCLQ
5869/TAT/HO/09/2022|TI4C|TSDR
5869/TAT/HO/09/2022|TI4C|T1GN
5869/TAT/HO/09/2022|TI4C|T30I
5869/TAT/HO/09/2022|TI4C|
5869/TAT/HO/09/2022|TI4C|T594
5869/TAT/HO/09/2022|TI4C|TL6P
5869/TAT/HO/09/2022|TI4C|T2LU
5869/TAT/HO/09/2022|TI4C|TY4K
5869/TAT/HO/09/2022|TI4C|FUQI
5869/TAT/HO/09/2022|TI4C|T5KO
5869/TAT/HO/09/2022|TI4C|TRIY
5869/TAT/HO/09/2022|TI4C|TEAT
5869/TAT/HO/09/2022|TI4C|TMPX
5869/TAT/HO/09/2022|TI4C|TOLE
5869/TAT/HO/09/2022|TI4C|T0MY
5869/TAT/HO/09/2022|TI4C|FUUD
5869/TAT/HO/09/2022|TI4C|FUUZ
5869/TAT/HO/09/2022|TI4C|TJPO
5869/TAT/HO/09/2022|TI4C|T98I
5869/TAT/HO/09/2022|TI4C|TTEQ
5869/TAT/HO/09/2022|TI4C|FFDQ
5869/TAT/HO/09/2022|TI4C|TMBT
5869/TAT/HO/09/2022|TI4C|TML2
5869/TAT/HO/09/2022|TI4C|T170
5869/TAT/HO/09/2022|TI4C|TEDC
5869/TAT/HO/09/2022|TI4C|FTMD
5869/TAT/HO/09/2022|TI4C|TMLV
5869/TAT/HO/09/2022|TI4C|T42P
5869/TAT/HO/09/2022|TI4C|F21S
5869/TAT/HO/09/2022|TI4C|TKU2
5869/TAT/HO/09/2022|TI4C|TIRP
5869/TAT/HO/09/2022|TI4C|TMOF
5869/TAT/HO/09/2022|TI4C|TLQP
5869/TAT/HO/09/2022|TI4C|TU5K
5869/TAT/HO/09/2022|TI4C|FBOO
5869/TAT/HO/09/2022|TI4C|TJXO
5869/TAT/HO/09/2022|TI4C|TL0T
5869/TAT/HO/09/2022|TI4C|TDKX
5869/TAT/HO/09/2022|TI4C|TKPH
5869/TAT/HO/09/2022|TI4C|TTPB
5869/TAT/HO/09/2022|TI4C|FBLA
5869/TAT/HO/09/2022|TI4C|TLRF
5869/TAT/HO/09/2022|TI4C|TTMJ
5869/TAT/HO/09/2022|TI4C|TSJJ
5869/TAT/HO/09/2022|TI4C|TM2S
5869/TAT/HO/09/2022|TI4C|TBUF
5869/TAT/HO/09/2022|TI4C|TZT9
5869/TAT/HO/09/2022|TI4C|T800
5869/TAT/HO/09/2022|TI4C|TJHH
5869/TAT/HO/09/2022|TI4C|TO37
5869/TAT/HO/09/2022|TI4C|T8RU
5869/TAT/HO/09/2022|TI4C|T9NH
5869/TAT/HO/09/2022|TI4C|T2CQ
5869/TAT/HO/09/2022|TI4C|TTSH
5869/TAT/HO/09/2022|TI4C|TGNS
5869/TAT/HO/09/2022|TI4C|TF5V
5869/TAT/HO/09/2022|TI4C|TOMR
5869/TAT/HO/09/2022|TI4C|TY0F
5869/TAT/HO/09/2022|TI4C|TUHG
5869/TAT/HO/09/2022|TI4C|FODP
5869/TAT/HO/09/2022|TI4C|TNZQ
5869/TAT/HO/09/2022|TI4C|FH16
5869/TAT/HO/09/2022|TI4C|T8ZQ
5869/TAT/HO/09/2022|TI4C|TDTG
5869/TAT/HO/09/2022|TI4C|T2DO
5869/TAT/HO/09/2022|TI4C|TA1I
5869/TAT/HO/09/2022|TI4C|T9QR
5869/TAT/HO/09/2022|TI4C|T2YF
5869/TAT/HO/09/2022|TI4C|F7A2
5869/TAT/HO/09/2022|TI4C|TXXH
5869/TAT/HO/09/2022|TI4C|TOPT
5869/TAT/HO/09/2022|TI4C|TAQ1
5869/TAT/HO/09/2022|TI4C|T0N8
5869/TAT/HO/09/2022|TI4C|FO2L
5869/TAT/HO/09/2022|TI4C|TZ3Q
5869/TAT/HO/09/2022|TI4C|T6W2
5869/TAT/HO/09/2022|TI4C|TP8R
5869/TAT/HO/09/2022|TI4C|TKD7
5869/TAT/HO/09/2022|TI4C|TL29
5869/TAT/HO/09/2022|TI4C|T2WH
5869/TAT/HO/09/2022|TI4C|T8G8
5869/TAT/HO/09/2022|TI4C|TU8P
5869/TAT/HO/09/2022|TI4C|T0NT
5869/TAT/HO/09/2022|TI4C|FXEP
5869/TAT/HO/09/2022|TI4C|T01V
5869/TAT/HO/09/2022|TI4C|TYQG
5869/TAT/HO/09/2022|TI4C|TC6N
5869/TAT/HO/09/2022|TI4C|TN7Z
5869/TAT/HO/09/2022|TI4C|TXNX
5869/TAT/HO/09/2022|TI4C|TCVT
5869/TAT/HO/09/2022|TI4C|TKLT
5869/TAT/HO/09/2022|TI4C|TZL7
5869/TAT/HO/09/2022|TI4C|TWJK
5869/TAT/HO/09/2022|TI4C|T1BE
5869/TAT/HO/09/2022|TI4C|TPVX
5869/TAT/HO/09/2022|TI4C|TPB9
5869/TAT/HO/09/2022|TI4C|T7D1
5869/TAT/HO/09/2022|TI4C|T5CA
5869/TAT/HO/09/2022|TI4C|TGJ1
5869/TAT/HO/09/2022|TI4C|FZON
5869/TAT/HO/09/2022|TI4C|F0QG
5869/TAT/HO/09/2022|TI4C|TNG9
5869/TAT/HO/09/2022|TI4C|FKQE
5869/TAT/HO/09/2022|TI4C|FAOU
5869/TAT/HO/09/2022|TI4C|TSDM
5869/TAT/HO/09/2022|TI4C|FMEX
5869/TAT/HO/09/2022|TI4C|FM93
5869/TAT/HO/09/2022|TI4C|T9NJ
5869/TAT/HO/09/2022|TI4C|TWTN
5869/TAT/HO/09/2022|TI4C|FQC3
5869/TAT/HO/09/2022|TI4C|TXAI
5869/TAT/HO/09/2022|TI4C|T3XJ
5869/TAT/HO/09/2022|TI4C|T5LM
5869/TAT/HO/09/2022|TI4C|TQ2O
5869/TAT/HO/09/2022|TI4C|TAIG
5869/TAT/HO/09/2022|TI4C|TLWS
5869/TAT/HO/09/2022|TI4C|T7QD
5869/TAT/HO/09/2022|TI4C|FPV5
5869/TAT/HO/09/2022|TI4C|TUZ4
5869/TAT/HO/09/2022|TI4C|TG1F
5869/TAT/HO/09/2022|TI4C|TZ3Z
5869/TAT/HO/09/2022|TI4C|F1PF
5869/TAT/HO/09/2022|TI4C|TBDB
5869/TAT/HO/09/2022|TI4C|T9AQ
5869/TAT/HO/09/2022|TI4C|F84E
5869/TAT/HO/09/2022|TI4C|T4DY
5869/TAT/HO/09/2022|TI4C|FNPR
5867/TAT/HO/09/2022|TI4C|F010
5867/TAT/HO/09/2022|TI4C|FKP0
5867/TAT/HO/09/2022|TI4C|F5GE
5867/TAT/HO/09/2022|TI4C|TSUI
5867/TAT/HO/09/2022|TI4C|T1Z1
5867/TAT/HO/09/2022|TI4C|FQ64
5867/TAT/HO/09/2022|TI4C|TCZ1
5867/TAT/HO/09/2022|TI4C|F152
5867/TAT/HO/09/2022|TI4C|TC25
5867/TAT/HO/09/2022|TI4C|T3CQ
5867/TAT/HO/09/2022|TI4C|F193
5867/TAT/HO/09/2022|TI4C|TC42
5867/TAT/HO/09/2022|TI4C|FQEG
5867/TAT/HO/09/2022|TI4C|TC53
5867/TAT/HO/09/2022|TI4C|F237
5867/TAT/HO/09/2022|TI4C|TC56
5867/TAT/HO/09/2022|TI4C|F251
5867/TAT/HO/09/2022|TI4C|F265
5867/TAT/HO/09/2022|TI4C|TC85
5867/TAT/HO/09/2022|TI4C|TNIS
5867/TAT/HO/09/2022|TI4C|F295
5867/TAT/HO/09/2022|TI4C|FB6M
5867/TAT/HO/09/2022|TI4C|F399
5867/TAT/HO/09/2022|TI4C|TBN0
5867/TAT/HO/09/2022|TI4C|F541
5867/TAT/HO/09/2022|TI4C|F556
5867/TAT/HO/09/2022|TI4C|F561
5867/TAT/HO/09/2022|TI4C|F572
5867/TAT/HO/09/2022|TI4C|FORD
5867/TAT/HO/09/2022|TI4C|TGBI
5867/TAT/HO/09/2022|TI4C|R025
5867/TAT/HO/09/2022|TI4C|R029
5867/TAT/HO/09/2022|TI4C|R032
5867/TAT/HO/09/2022|TI4C|R035
5867/TAT/HO/09/2022|TI4C|R042
5867/TAT/HO/09/2022|TI4C|R051
5867/TAT/HO/09/2022|TI4C|TNTG
5867/TAT/HO/09/2022|TI4C|T001
5867/TAT/HO/09/2022|TI4C|T003
5867/TAT/HO/09/2022|TI4C|T011
5867/TAT/HO/09/2022|TI4C|TCML
5867/TAT/HO/09/2022|TI4C|T023
5867/TAT/HO/09/2022|TI4C|T037
5867/TAT/HO/09/2022|TI4C|T046
5867/TAT/HO/09/2022|TI4C|T1KU
5867/TAT/HO/09/2022|TI4C|T116
5867/TAT/HO/09/2022|TI4C|T129
5867/TAT/HO/09/2022|TI4C|T190
5867/TAT/HO/09/2022|TI4C|T211
5867/TAT/HO/09/2022|TI4C|T220
5867/TAT/HO/09/2022|TI4C|T226
5867/TAT/HO/09/2022|TI4C|T242
5867/TAT/HO/09/2022|TI4C|T278
5867/TAT/HO/09/2022|TI4C|T511
5867/TAT/HO/09/2022|TI4C|T4IA
5867/TAT/HO/09/2022|TI4C|F31U
5867/TAT/HO/09/2022|TI4C|T768
5867/TAT/HO/09/2022|TI4C|TGLS
5867/TAT/HO/09/2022|TI4C|T956
5867/TAT/HO/09/2022|TI4C|T959
5867/TAT/HO/09/2022|TI4C|T9SG
5867/TAT/HO/09/2022|TI4C|T971
5867/TAT/HO/09/2022|TI4C|T981
5867/TAT/HO/09/2022|TI4C|T985
5867/TAT/HO/09/2022|TI4C|TFQB
5867/TAT/HO/09/2022|TI4C|TAAL
5867/TAT/HO/09/2022|TI4C|FL28
5867/TAT/HO/09/2022|TI4C|TJ01
5867/TAT/HO/09/2022|TI4C|TP01
5867/TAT/HO/09/2022|TI4C|TALA
5867/TAT/HO/09/2022|TI4C|TB98
5867/TAT/HO/09/2022|TI4C|F715
5867/TAT/HO/09/2022|TI4C|F724
5867/TAT/HO/09/2022|TI4C|F233
5867/TAT/HO/09/2022|TI4C|TUGZ
5867/TAT/HO/09/2022|TI4C|F763
5867/TAT/HO/09/2022|TI4C|TV6J
5867/TAT/HO/09/2022|TI4C|F799
5867/TAT/HO/09/2022|TI4C|F800
5867/TAT/HO/09/2022|TI4C|TLDB
5867/TAT/HO/09/2022|TI4C|T8MS
5867/TAT/HO/09/2022|TI4C|TR80
5867/TAT/HO/09/2022|TI4C|TC07
5867/TAT/HO/09/2022|TI4C|TC08
5867/TAT/HO/09/2022|TI4C|F37L
5867/TAT/HO/09/2022|TI4C|TAV9
5867/TAT/HO/09/2022|TI4C|TC11
5867/TAT/HO/09/2022|TI4C|TC17
5867/TAT/HO/09/2022|TI4C|TC26
5867/TAT/HO/09/2022|TI4C|TC28
5867/TAT/HO/09/2022|TI4C|TC32
5867/TAT/HO/09/2022|TI4C|TORT
5867/TAT/HO/09/2022|TI4C|TTNG
5867/TAT/HO/09/2022|TI4C|TQ1C
5867/TAT/HO/09/2022|TI4C|TC35
5867/TAT/HO/09/2022|TI4C|TC36
5867/TAT/HO/09/2022|TI4C|TC39
5867/TAT/HO/09/2022|TI4C|FL12
5867/TAT/HO/09/2022|TI4C|TC50
5867/TAT/HO/09/2022|TI4C|TC57
5867/TAT/HO/09/2022|TI4C|TC59
5867/TAT/HO/09/2022|TI4C|TC60
5867/TAT/HO/09/2022|TI4C|TC63
5867/TAT/HO/09/2022|TI4C|TC71
5867/TAT/HO/09/2022|TI4C|TC73
5867/TAT/HO/09/2022|TI4C|F87L
5867/TAT/HO/09/2022|TI4C|TC77
5867/TAT/HO/09/2022|TI4C|F75L
5867/TAT/HO/09/2022|TI4C|F18U
5867/TAT/HO/09/2022|TI4C|TC87
5867/TAT/HO/09/2022|TI4C|TC94
5867/TAT/HO/09/2022|TI4C|R087
5867/TAT/HO/09/2022|TI4C|TC97
5867/TAT/HO/09/2022|TI4C|F77A
5867/TAT/HO/09/2022|TI4C|F87A
5867/TAT/HO/09/2022|TI4C|TU0U
5867/TAT/HO/09/2022|TI4C|T0C4
5867/TAT/HO/09/2022|TI4C|T06C
5867/TAT/HO/09/2022|TI4C|T11C
5867/TAT/HO/09/2022|TI4C|T98C
5867/TAT/HO/09/2022|TI4C|TPT2
5867/TAT/HO/09/2022|TI4C|TPA9
5867/TAT/HO/09/2022|TI4C|FE26
5867/TAT/HO/09/2022|TI4C|FE27
5867/TAT/HO/09/2022|TI4C|TK02
5867/TAT/HO/09/2022|TI4C|TK04
5867/TAT/HO/09/2022|TI4C|TK05
5867/TAT/HO/09/2022|TI4C|T02K
5867/TAT/HO/09/2022|TI4C|TK00
5867/TAT/HO/09/2022|TI4C|TA3P
5867/TAT/HO/09/2022|TI4C|TFVH
5867/TAT/HO/09/2022|TI4C|T15K
5867/TAT/HO/09/2022|TI4C|T17K
5867/TAT/HO/09/2022|TI4C|T18K
5867/TAT/HO/09/2022|TI4C|T26K
5867/TAT/HO/09/2022|TI4C|T27K
5867/TAT/HO/09/2022|TI4C|T28K
5867/TAT/HO/09/2022|TI4C|T37K
5867/TAT/HO/09/2022|TI4C|T38K
5867/TAT/HO/09/2022|TI4C|TE5C
5867/TAT/HO/09/2022|TI4C|R104
5867/TAT/HO/09/2022|TI4C|TE9C
5867/TAT/HO/09/2022|TI4C|TWDS
5867/TAT/HO/09/2022|TI4C|T54K
5867/TAT/HO/09/2022|TI4C|THC0
5867/TAT/HO/09/2022|TI4C|FT56
5867/TAT/HO/09/2022|TI4C|THC1
5867/TAT/HO/09/2022|TI4C|THC2
5867/TAT/HO/09/2022|TI4C|T67K
5867/TAT/HO/09/2022|TI4C|TB07
5867/TAT/HO/09/2022|TI4C|FT18
5867/TAT/HO/09/2022|TI4C|TB28
5867/TAT/HO/09/2022|TI4C|TB29
5867/TAT/HO/09/2022|TI4C|TB49
5867/TAT/HO/09/2022|TI4C|TTSL
5867/TAT/HO/09/2022|TI4C|TB52
5867/TAT/HO/09/2022|TI4C|TB55
5867/TAT/HO/09/2022|TI4C|TB69
5867/TAT/HO/09/2022|TI4C|TB70
5867/TAT/HO/09/2022|TI4C|TB71
5867/TAT/HO/09/2022|TI4C|TQ03
5867/TAT/HO/09/2022|TI4C|TSCT
5867/TAT/HO/09/2022|TI4C|T01B
5867/TAT/HO/09/2022|TI4C|T02B
5867/TAT/HO/09/2022|TI4C|TG26
5867/TAT/HO/09/2022|TI4C|T06B
5867/TAT/HO/09/2022|TI4C|T08B
5867/TAT/HO/09/2022|TI4C|T09B
5867/TAT/HO/09/2022|TI4C|FV73
5867/TAT/HO/09/2022|TI4C|TXK1
5867/TAT/HO/09/2022|TI4C|T13B
5867/TAT/HO/09/2022|TI4C|T15B
5867/TAT/HO/09/2022|TI4C|T16B
5867/TAT/HO/09/2022|TI4C|T18B
5867/TAT/HO/09/2022|TI4C|T19B
5867/TAT/HO/09/2022|TI4C|T21B
5867/TAT/HO/09/2022|TI4C|T24B
5867/TAT/HO/09/2022|TI4C|T51G
5867/TAT/HO/09/2022|TI4C|T53G
5867/TAT/HO/09/2022|TI4C|T53B
5867/TAT/HO/09/2022|TI4C|T58B
5867/TAT/HO/09/2022|TI4C|T59B
5867/TAT/HO/09/2022|TI4C|T60B
5867/TAT/HO/09/2022|TI4C|T61B
5867/TAT/HO/09/2022|TI4C|FD43
5867/TAT/HO/09/2022|TI4C|T84B
5867/TAT/HO/09/2022|TI4C|T94B
5867/TAT/HO/09/2022|TI4C|T04D
5867/TAT/HO/09/2022|TI4C|T09D
5867/TAT/HO/09/2022|TI4C|T10D
5867/TAT/HO/09/2022|TI4C|FD81
5867/TAT/HO/09/2022|TI4C|TRQ7
5867/TAT/HO/09/2022|TI4C|TRQ8
5867/TAT/HO/09/2022|TI4C|T29D
5867/TAT/HO/09/2022|TI4C|T30D
5867/TAT/HO/09/2022|TI4C|TRV0
5867/TAT/HO/09/2022|TI4C|T52D
5867/TAT/HO/09/2022|TI4C|T69D
5867/TAT/HO/09/2022|TI4C|T77D
5867/TAT/HO/09/2022|TI4C|T78D
5867/TAT/HO/09/2022|TI4C|T79D
5867/TAT/HO/09/2022|TI4C|T84D
5867/TAT/HO/09/2022|TI4C|T96D
5867/TAT/HO/09/2022|TI4C|T97D
5867/TAT/HO/09/2022|TI4C|T12Q
5867/TAT/HO/09/2022|TI4C|T13Q
